Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	mmu04060:Cytokine-cytokine receptor interaction	15	17.441860465116278	3.2966021967682516E-10	ENSMUSG00000018914, ENSMUSG00000024402, ENSMUSG00000027720, ENSMUSG00000034394, ENSMUSG00000018920, ENSMUSG00000018341, ENSMUSG00000024778, ENSMUSG00000005672, ENSMUSG00000034855, ENSMUSG00000035678, ENSMUSG00000041954, ENSMUSG00000000982, ENSMUSG00000029075, ENSMUSG00000026073, ENSMUSG00000019489	52	245	7720	9.089481946624803	3.988888197525853E-8	3.988888197525853E-8	3.7899607896463294E-7
KEGG_PATHWAY	mmu04668:TNF signaling pathway	10	11.627906976744185	2.9653134344256236E-8	ENSMUSG00000052684, ENSMUSG00000034855, ENSMUSG00000021025, ENSMUSG00000053175, ENSMUSG00000024402, ENSMUSG00000034394, ENSMUSG00000019850, ENSMUSG00000024778, ENSMUSG00000037405, ENSMUSG00000052837	52	109	7720	13.620324629498942	3.588022877698549E-6	1.7940130481175487E-6	3.409092268480407E-5
KEGG_PATHWAY	mmu05166:HTLV-I infection	9	10.465116279069768	4.2310240673872036E-4	ENSMUSG00000052684, ENSMUSG00000026628, ENSMUSG00000021025, ENSMUSG00000000125, ENSMUSG00000024402, ENSMUSG00000027720, ENSMUSG00000037405, ENSMUSG00000073409, ENSMUSG00000026073	52	278	7720	4.8063087991145546	0.04991728021268926	0.016923895885273543	0.4853438786506237
KEGG_PATHWAY	mmu04620:Toll-like receptor signaling pathway	6	6.976744186046512	5.058601479292347E-4	ENSMUSG00000052684, ENSMUSG00000034855, ENSMUSG00000056130, ENSMUSG00000021025, ENSMUSG00000000982, ENSMUSG00000029771	52	101	7720	8.81949733434882	0.059388012228546505	0.01518959757441829	0.5800240382166977
KEGG_PATHWAY	mmu04630:Jak-STAT signaling pathway	6	6.976744186046512	0.002558367428478739	ENSMUSG00000018914, ENSMUSG00000024014, ENSMUSG00000018341, ENSMUSG00000027720, ENSMUSG00000034394, ENSMUSG00000032578	52	145	7720	6.143236074270557	0.2665230618959561	0.06010942921903317	2.902070438415849
KEGG_PATHWAY	mmu04064:NF-kappa B signaling pathway	5	5.813953488372093	0.0037255618632985555	ENSMUSG00000056130, ENSMUSG00000021025, ENSMUSG00000024402, ENSMUSG00000019850, ENSMUSG00000037405	52	97	7720	7.652656621728787	0.3634133948066659	0.07250925926648666	4.20035049264158
KEGG_PATHWAY	mmu05142:Chagas disease (American trypanosomiasis)	5	5.813953488372093	0.0046180916856173575	ENSMUSG00000052684, ENSMUSG00000021025, ENSMUSG00000027720, ENSMUSG00000024778, ENSMUSG00000000982	52	103	7720	7.206870799103809	0.42883854432418744	0.07689464519880596	5.182403491945376
KEGG_PATHWAY	mmu04010:MAPK signaling pathway	7	8.13953488372093	0.006108594243917403	ENSMUSG00000052684, ENSMUSG00000003352, ENSMUSG00000021453, ENSMUSG00000015312, ENSMUSG00000024778, ENSMUSG00000046971, ENSMUSG00000026073	52	253	7720	4.107631498935846	0.5235567651526514	0.08851107619169585	6.801936669759845
KEGG_PATHWAY	mmu04940:Type I diabetes mellitus	4	4.651162790697675	0.007811241085243558	ENSMUSG00000024402, ENSMUSG00000027720, ENSMUSG00000024778, ENSMUSG00000073409	52	62	7720	9.578163771712159	0.61282207797059	0.10006262820455769	8.621049679905413
KEGG_PATHWAY	mmu04062:Chemokine signaling pathway	6	6.976744186046512	0.009139467290610008	ENSMUSG00000034855, ENSMUSG00000021025, ENSMUSG00000020702, ENSMUSG00000019122, ENSMUSG00000018920, ENSMUSG00000000982	52	196	7720	4.544740973312402	0.6707572975164497	0.1051471702539879	10.017556556196727
KEGG_PATHWAY	mmu04115:p53 signaling pathway	4	4.651162790697675	0.009668613196324565	ENSMUSG00000027215, ENSMUSG00000021453, ENSMUSG00000015312, ENSMUSG00000024778	52	67	7720	8.86337543053961	0.6913645845713675	0.10135951946473565	10.568455645228603
KEGG_PATHWAY	mmu05168:Herpes simplex infection	6	6.976744186046512	0.011629695595441681	ENSMUSG00000052684, ENSMUSG00000021025, ENSMUSG00000024402, ENSMUSG00000024778, ENSMUSG00000024610, ENSMUSG00000073409	52	208	7720	4.2825443786982245	0.757181197024785	0.11126245768302545	12.583411618293972
KEGG_PATHWAY	mmu05162:Measles	5	5.813953488372093	0.012146391974961398	ENSMUSG00000021025, ENSMUSG00000027720, ENSMUSG00000019850, ENSMUSG00000024778, ENSMUSG00000005696	52	136	7720	5.4581447963800915	0.7720689776945956	0.10751635870776488	13.107357672414832
KEGG_PATHWAY	mmu05169:Epstein-Barr virus infection	6	6.976744186046512	0.013278867821516147	ENSMUSG00000052684, ENSMUSG00000021025, ENSMUSG00000019850, ENSMUSG00000023947, ENSMUSG00000037405, ENSMUSG00000073409	52	215	7720	4.143112701252236	0.8016071769912009	0.10911164408610918	14.245708720393413
KEGG_PATHWAY	mmu05164:Influenza A	5	5.813953488372093	0.025902370146420047	ENSMUSG00000052684, ENSMUSG00000034855, ENSMUSG00000021025, ENSMUSG00000024778, ENSMUSG00000037405	52	171	7720	4.340980656770131	0.958226498221137	0.19079220272034947	26.044971109477753
KEGG_PATHWAY	mmu04660:T cell receptor signaling pathway	4	4.651162790697675	0.031015340197079088	ENSMUSG00000052684, ENSMUSG00000021025, ENSMUSG00000027720, ENSMUSG00000023947	52	104	7720	5.710059171597633	0.9779024001180713	0.21200843416489923	30.386843255952023
KEGG_PATHWAY	mmu05332:Graft-versus-host disease	3	3.488372093023256	0.04600537395738505	ENSMUSG00000027720, ENSMUSG00000024778, ENSMUSG00000073409	52	52	7720	8.565088757396449	0.996649903461431	0.2848203694048027	41.80999815951362
KEGG_PATHWAY	mmu04380:Osteoclast differentiation	4	4.651162790697675	0.05015417261101747	ENSMUSG00000052684, ENSMUSG00000006519, ENSMUSG00000021025, ENSMUSG00000052837	52	126	7720	4.713064713064713	0.9980229055005009	0.29241388596165263	44.653831264599944
